Unnamed: 0,弹幕内容,视频名称
631,现在已经2023年了,papi酱的春晚预测
632,哈哈哈哈哈哈哈,papi酱的春晚预测
633,2023年看的热泪盈眶,papi酱的春晚预测
634,哈哈哈哈哈哈哈,papi酱的春晚预测
635,哈哈,papi酱的春晚预测
636,哈哈哈哈哈哈,papi酱的春晚预测
637,春晚特有语言,papi酱的春晚预测
638,二零一只因年,papi酱的春晚预测
639,哈哈哈哈哈23年前来考古,papi酱的春晚预测
640,2023.1,papi酱的春晚预测
641,依托答辩,papi酱的春晚预测
642,23年春晚前来看看,papi酱的春晚预测
643,哈哈哈哈哈哈哈,papi酱的春晚预测
644,我都看到牛莉了,papi酱的春晚预测
645,2023年每年必看！,papi酱的春晚预测
646,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
647,哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
648,2023了,papi酱的春晚预测
649,2023依然适用,papi酱的春晚预测
650,2023穿越,papi酱的春晚预测
651,一起包！饺！砸！,papi酱的春晚预测
652,2023来考古了,papi酱的春晚预测
653,2023,papi酱的春晚预测
654,这腔调无敌,papi酱的春晚预测
655,哈哈哈哈哈哈哈,papi酱的春晚预测
656,考古好好玩,papi酱的春晚预测
657,啊哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
658,你太美,papi酱的春晚预测
659,2023 常看常新,papi酱的春晚预测
660,2023回顾,papi酱的春晚预测
661,海鸭蛋,papi酱的春晚预测
662,爬皮电视台,papi酱的春晚预测
663,笑快了,papi酱的春晚预测
664,哈哈哈哈哈哈,papi酱的春晚预测
665,2023年也差不多,papi酱的春晚预测
666,2023年1月12号 前来复读,papi酱的春晚预测
667,哎呀一转眼怎么都2023辣,papi酱的春晚预测
668,依旧适用（悲,papi酱的春晚预测
669,我是来着2023年的,papi酱的春晚预测
670,包  饺  砸,papi酱的春晚预测
671,坤,papi酱的春晚预测
672,天啊 都2023年了,papi酱的春晚预测
673,2023报道,papi酱的春晚预测
674,常看常新,papi酱的春晚预测
675,草,papi酱的春晚预测
676,.,papi酱的春晚预测
677,2023再来刷一遍,papi酱的春晚预测
678,2023给我推这个？？？？,papi酱的春晚预测
679,好想董卿，2023年我回顾这个视频就是听这一句董青谁懂,papi酱的春晚预测
680,基尼太美,papi酱的春晚预测
681,脚趾：这把高端局,papi酱的春晚预测
682,蔡徐坤,papi酱的春晚预测
683,我还以为封面是赵丽颖,papi酱的春晚预测
684,只因？,papi酱的春晚预测
685,哈哈哈哈,papi酱的春晚预测
686,只因你太美,papi酱的春晚预测
687,坤坤震惊,papi酱的春晚预测
688,太美,papi酱的春晚预测
689,我2023年来的哈哈,papi酱的春晚预测
690,前面的鹅别走啊!!,papi酱的春晚预测
691,2023,papi酱的春晚预测
692,只因年,papi酱的春晚预测
693,hhhhhhh,papi酱的春晚预测
694,机你太美,papi酱的春晚预测
695,2023年还能用,papi酱的春晚预测
696,2023,papi酱的春晚预测
697,玩尬的是吧,papi酱的春晚预测
698,这么晚居然还有22位小伙伴！！！,papi酱的春晚预测
699,哈哈哈哈哈哈哈,papi酱的春晚预测
700,马上2023春节了,papi酱的春晚预测
701,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
702,好尴尬,papi酱的春晚预测
703,2023,papi酱的春晚预测
704,肯德基,papi酱的春晚预测
705,《成语》,papi酱的春晚预测
706,及你太美,papi酱的春晚预测
707,小黑子,papi酱的春晚预测
708,六年过去了,papi酱的春晚预测
709,哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
710,凉了 别折腾了,papi酱的春晚预测
711,模拟考,papi酱的春晚预测
712,2023回顾,papi酱的春晚预测
713,柴可夫斯基,papi酱的春晚预测
714,papi酱怎么一股蔡明味（,papi酱的春晚预测
715,努力憋笑,papi酱的春晚预测
716,只因年代考古,papi酱的春晚预测
717,ji你太美,papi酱的春晚预测
718,唱跳rap,papi酱的春晚预测
719,8年后还能用,papi酱的春晚预测
720,2023报道,papi酱的春晚预测
721,这个人现在不在papi酱公司啦,papi酱的春晚预测
722,蔡徐坤,papi酱的春晚预测
723,2023,papi酱的春晚预测
724,工藤静香,papi酱的春晚预测
725,哈哈哈哈哈哈哈,papi酱的春晚预测
726,2023年打卡,papi酱的春晚预测
727,只因你太美,papi酱的春晚预测
728,只因只因,papi酱的春晚预测
729,笑死,papi酱的春晚预测
730,蔡徐坤狂怒，只因年,papi酱的春晚预测
731,2023,papi酱的春晚预测
732,哈哈哈哈哈哈哈,papi酱的春晚预测
733,哈哈哈哈哈哈2023年依然对味,papi酱的春晚预测
734,不是包饺砸不是很认可,papi酱的春晚预测
735,只因年大吉！,papi酱的春晚预测
736,提前看完2023春晚了,papi酱的春晚预测
737,你知道的太多了,papi酱的春晚预测
738,2023年还能看,papi酱的春晚预测
739,2023依旧适用,papi酱的春晚预测
740,哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
741,只因,papi酱的春晚预测
742,2023复习,papi酱的春晚预测
743,2023来的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
744,2023了,papi酱的春晚预测
745,只因你太美（即答）,papi酱的春晚预测
746,《传世经典》,papi酱的春晚预测
747,2023年,papi酱的春晚预测
748,当你看到我的时候，已经2023年了,papi酱的春晚预测
749,201kun年,papi酱的春晚预测
750,哈哈哈哈哈哈哈,papi酱的春晚预测
751,《只因》,papi酱的春晚预测
752,2023的来这里集合,papi酱的春晚预测
753,2023年打卡哈哈哈哈,papi酱的春晚预测
754,只因你太美,papi酱的春晚预测
755,哈哈哈太准了,papi酱的春晚预测
756,时间飞shi,papi酱的春晚预测
757,天呐好尴尬我赶紧选个地洞钻进去,papi酱的春晚预测
758,别押题了全中就不好啦,papi酱的春晚预测
759, 2023,papi酱的春晚预测
760,2023,papi酱的春晚预测
761,救命救命哈哈哈哈哈,papi酱的春晚预测
762,本来挺喜欢papi酱的,papi酱的春晚预测
763,wc2017!,papi酱的春晚预测
764,只因年大吉,papi酱的春晚预测
765,2023了,papi酱的春晚预测
766,哈哈哈哈哈哈哈哈,papi酱的春晚预测
767,才发现这是2017年的 我2023前来考古,papi酱的春晚预测
768,太美,papi酱的春晚预测
769,只因,papi酱的春晚预测
770,几你太美,papi酱的春晚预测
771,原来这是17年的视频,papi酱的春晚预测
772,2023了还有100+人陪我看,papi酱的春晚预测
773,哈哈哈哈哈哈,papi酱的春晚预测
774,2023,papi酱的春晚预测
775,2023年了,papi酱的春晚预测
776,2023年来的,papi酱的春晚预测
777,“做”网红,papi酱的春晚预测
778,这个在2023年套模板和神州十五肩并肩，6,papi酱的春晚预测
779,哈哈哈哈哈，23年还有70个人看,papi酱的春晚预测
780,2023年依然如此～～～每年都是原题的程度,papi酱的春晚预测
781,2023年的打卡,papi酱的春晚预测
782,春晚包饺子押题班,papi酱的春晚预测
783,为什么没有我家哥哥？！！！！！！！！,papi酱的春晚预测
784,2023报道,papi酱的春晚预测
785,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或或或或或或,papi酱的春晚预测
786,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
787,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或,papi酱的春晚预测
788,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或或或或或或,papi酱的春晚预测
789,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或或,papi酱的春晚预测
790,红红火火恍恍惚惚或或或或,papi酱的春晚预测
791,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或,papi酱的春晚预测
792,绝了,papi酱的春晚预测
793,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或,papi酱的春晚预测
794,哈哈哈哈哈哈哈哈哈哈哈哈哈或或,papi酱的春晚预测
795,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或,papi酱的春晚预测
796,哈哈哈哈哈哈哈哈哈哈哈哈哈或或或或或,papi酱的春晚预测
797,2023年了，我怎么刷出了17年的视频哈哈哈哈,papi酱的春晚预测
798,2823在此,papi酱的春晚预测
799,2023年前来观望,papi酱的春晚预测
800,这个小品真的是大纲都压中了,papi酱的春晚预测
801,完全压中,papi酱的春晚预测
802,卧槽，古早视频，今日还用,papi酱的春晚预测
803,期待今年的晚会,papi酱的春晚预测
804,这句应该过不了审,papi酱的春晚预测
805,2023来刷！,papi酱的春晚预测
806,春晚策划现场,papi酱的春晚预测
807,哈哈哈哈,papi酱的春晚预测
808,看完才发现是17年的视频,papi酱的春晚预测
809,2023年了来看一遍,papi酱的春晚预测
810,2023年1月来考古,papi酱的春晚预测
811,2023,papi酱的春晚预测
812,两年半,papi酱的春晚预测
813,2023再来一遍,papi酱的春晚预测
814,说勾不说巴,papi酱的春晚预测
815,2023年前来考古,papi酱的春晚预测
816,哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
817,23年，正在观看200+,papi酱的春晚预测
818,2023年复习,papi酱的春晚预测
819,2023回顾,papi酱的春晚预测
820,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,papi酱的春晚预测
821,2023考古,papi酱的春晚预测
822,2023年 预测一波,papi酱的春晚预测
823,2023年报道！！,papi酱的春晚预测
824,奥密克戎时代前来考古,papi酱的春晚预测
825,现在是——————2023年！,papi酱的春晚预测
826,2023回顾,papi酱的春晚预测
827,只因年！要文明,papi酱的春晚预测
828,只因年啊！,papi酱的春晚预测
829,只因你太美,papi酱的春晚预测
830,蔡徐坤,papi酱的春晚预测
831,2023,papi酱的春晚预测
832,2023年过来的,papi酱的春晚预测
833,2023,papi酱的春晚预测
834,2023年再来一次,papi酱的春晚预测
835,2023,papi酱的春晚预测
836,2023年,papi酱的春晚预测
837,23年来噜～,papi酱的春晚预测
838,七颗猩猩时代考古,papi酱的春晚预测
839,旁边的像杨幂,papi酱的春晚预测
840,押题了,papi酱的春晚预测
841,蔡国庆,papi酱的春晚预测
842,2023复习,papi酱的春晚预测
843,吃了几个策划,papi酱的春晚预测
844,你干嘛嗨呦,papi酱的春晚预测
845,烂梗派对,papi酱的春晚预测
846,2023春晚依旧适用,papi酱的春晚预测
847,楼上已经报警了,papi酱的春晚预测
848,我这是不加选配的脑子,papi酱的春晚预测
849,日本春晚感觉,papi酱的春晚预测
850,我已经抠出了三室一厅,papi酱的春晚预测
851,2022来考古,papi酱的春晚预测
852,2023年,papi酱的春晚预测
853,视频背景音录像的人忍不住的笑声,papi酱的春晚预测
854,2023年我还在,papi酱的春晚预测
855,哈哈哈哈哈哈哈哈太春晚了啊啊啊,papi酱的春晚预测
856,2023年考古,papi酱的春晚预测
857,2023年来打卡，刚解封不久,papi酱的春晚预测
858,2023,papi酱的春晚预测
859,乡村基,papi酱的春晚预测
860,2023年报道！,papi酱的春晚预测
861,2023年的朋友们好！,papi酱的春晚预测
862,2023 常看常新,papi酱的春晚预测
863,咱们一起——包！饺！砸！,papi酱的春晚预测
864,流行做核酸！,papi酱的春晚预测
865,《我们一起包！饺！砸！》,papi酱的春晚预测
866,及你太美,papi酱的春晚预测
867,笑死我了乐极生悲了,papi酱的春晚预测
868,Papi保护好自己,papi酱的春晚预测
869,2023前来考古,papi酱的春晚预测
870,2023前来考古,papi酱的春晚预测
871,太懂了,papi酱的春晚预测
872,哈哈哈哈,papi酱的春晚预测
873,6年啦！！！,papi酱的春晚预测
874,只因你太美,papi酱的春晚预测
875,2023也这样吧,papi酱的春晚预测
876,很好23年了现在还有两百多人看,papi酱的春晚预测
877,旁边是安陵容吗？,papi酱的春晚预测
878,2023来考古，只因你太美,papi酱的春晚预测
879,只因。。。,papi酱的春晚预测
880,只因,papi酱的春晚预测
881,2023前来考古,papi酱的春晚预测
882,现在时间2023年 我为什么会看2017年视频,papi酱的春晚预测
883,2023年再来一遍,papi酱的春晚预测
884,23年了还有一百多个人和我一起看,papi酱的春晚预测
885,尬的抠出地球,papi酱的春晚预测
886,cxk,papi酱的春晚预测
887,内有乾坤,papi酱的春晚预测
888,草,papi酱的春晚预测
889,只因,papi酱的春晚预测
890,只因太美,papi酱的春晚预测
891,2023年啦,papi酱的春晚预测
892,2023了,papi酱的春晚预测
893,几你太美,papi酱的春晚预测
894,黄轩老师吗,papi酱的春晚预测
895,一起包饺砸,papi酱的春晚预测
896,莫文蔚,papi酱的春晚预测
897,泽连斯基,papi酱的春晚预测
898,2023年前来考古,papi酱的春晚预测
899,求生欲！！！！！！！,papi酱的春晚预测
900,哈哈哈哈哈《吧》,papi酱的春晚预测
901,哈哈哈哈哈哈哈,papi酱的春晚预测
902,基尼太美（确信）,papi酱的春晚预测
903,现在都神舟十五了哈哈哈哈（关注点错误）,papi酱的春晚预测
904,年度答辩总结,papi酱的春晚预测
905,烂梗成就达成,papi酱的春晚预测
906,2023年一月看，PAPI很腻害,papi酱的春晚预测
907,23年,papi酱的春晚预测
908,papi醬不怕破音嗎哈哈哈哈哈,papi酱的春晚预测
909,2023都在直播,papi酱的春晚预测
910,2023依然实用,papi酱的春晚预测
911,只因你太美,papi酱的春晚预测
912,2023年前来押题,papi酱的春晚预测
913,笑死我了,papi酱的春晚预测
914,2022,papi酱的春晚预测
915,2023穿越来的,papi酱的春晚预测
916,有没有可能，预言对了是因为导演也看这个视频了,papi酱的春晚预测
917,只因,papi酱的春晚预测
918,文明去他妈,papi酱的春晚预测
919,2023年来回顾,papi酱的春晚预测
920,只因（指正,papi酱的春晚预测
921,没想到2023年了还能用,papi酱的春晚预测
922,2023回来看看,papi酱的春晚预测
923,2023复习,papi酱的春晚预测
924,马上2023年春晚了,papi酱的春晚预测
925,2023,papi酱的春晚预测
926,来自2023年的网友表示估计春节还是这个套路,papi酱的春晚预测
927,2023年路过～,papi酱的春晚预测
928,2023啦,papi酱的春晚预测
929,2023年来打卡！,papi酱的春晚预测
930,2023,papi酱的春晚预测
931,2023,papi酱的春晚预测
932,卧槽这个可能真的有,papi酱的春晚预测
933,包饺砸,papi酱的春晚预测
934,基尼太美,papi酱的春晚预测
935,快出2023年的,papi酱的春晚预测
936,哈哈哈,papi酱的春晚预测
937,《关于新年大过年没有好词》,papi酱的春晚预测
938,兔年前看，好有感觉,papi酱的春晚预测
939,我感觉不是嘲讽吧 里面的都是春晚老人了,papi酱的春晚预测
940,我只能说现在这些名场面演员差不多都退出春晚舞台了 现在大部分是流量,papi酱的春晚预测
941,哈哈哈哈,papi酱的春晚预测
942,哈哈哈哈哈味好浓,papi酱的春晚预测
